weather_datetime,solar_datetime,solarRadiation,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windgustLow,windspeedAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal
3/31/2020 0:54,3/31/2020 0:54,0,0,206,37,37,37,1,53,53,53,0,0,0,28,27,27,53,53,53,53,53,30.27,30.26,0,0,0
3/31/2020 0:59,3/31/2020 0:59,0,0,215,38,37,37,1,53,52,52,0,0,0,27,27,27,53,52,53,52,52,30.26,30.26,0,0,0
3/31/2020 1:04,3/31/2020 1:04,0,0,204,39,38,38,1,52,52,52,0,0,0,28,27,27,52,52,52,52,52,30.26,30.26,0,0,0
3/31/2020 1:09,3/31/2020 1:09,0,0,209,39,38,38,1,52,52,52,0,0,0,28,27,27,52,52,52,52,52,30.27,30.26,0.15,0,0
3/31/2020 1:14,3/31/2020 1:14,0,0,218,39,37,38,1,52,52,52,0,0,0,27,26,27,52,52,52,52,52,30.26,30.26,0,0,0
3/31/2020 1:19,3/31/2020 1:19,0,0,209,38,37,37,1,52,52,52,0,0,0,27,26,27,52,52,52,52,52,30.26,30.25,-0.15,0,0
3/31/2020 1:24,3/31/2020 1:24,0,0,207,39,38,38,1,52,52,52,0,0,0,28,27,27,52,52,52,52,52,30.26,30.25,0,0,0
3/31/2020 1:29,3/31/2020 1:29,0,0,207,40,39,39,1,52,51,51,0,0,0,28,27,28,52,51,52,51,51,30.26,30.25,0,0,0
3/31/2020 1:34,3/31/2020 1:34,0,0,208,40,40,40,1,51,51,51,0,0,0,28,27,27,51,51,51,51,51,30.26,30.25,0,0,0
3/31/2020 1:39,3/31/2020 1:39,0,0,220,41,41,41,1,51,51,51,0,0,0,28,28,28,51,51,51,51,51,30.26,30.25,0.15,0,0
3/31/2020 1:44,3/31/2020 1:44,0,0,207,41,41,41,1,51,51,51,0,0,0,28,28,28,51,51,51,51,51,30.26,30.25,0.15,0,0
3/31/2020 1:49,3/31/2020 1:49,0,0,201,41,41,41,1,51,50,50,0,0,0,28,28,28,51,50,51,50,50,30.26,30.25,0,0,0
3/31/2020 1:54,3/31/2020 1:54,0,0,203,43,42,42,1,50,50,50,0,0,0,28,28,28,50,50,50,50,50,30.27,30.25,0.3,0,0
3/31/2020 1:59,3/31/2020 1:59,0,0,220,45,44,44,1,50,49,49,0,0,0,29,28,29,50,49,50,49,49,30.26,30.25,-0.15,0,0
3/31/2020 2:04,3/31/2020 2:04,0,0,205,44,44,44,1,49,49,49,0,0,0,28,28,28,49,49,49,49,49,30.26,30.26,0,0,0
3/31/2020 2:09,3/31/2020 2:09,0,0,206,45,45,45,1,49,48,49,0,0,0,29,28,28,49,49,49,48,49,30.26,30.25,-0.15,0,0
3/31/2020 2:14,3/31/2020 2:14,0,0,204,46,46,46,1,48,48,48,0,0,0,29,28,28,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 2:19,3/31/2020 2:19,0,0,204,47,46,46,1,48,48,48,0,0,0,28,28,28,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 2:24,3/31/2020 2:24,0,0,205,47,47,47,1,48,47,47,0,0,0,28,28,28,48,47,48,47,47,30.26,30.25,0,0,0
3/31/2020 2:29,3/31/2020 2:29,0,0,195,46,46,46,1,48,47,48,0,0,0,28,28,28,48,48,48,47,48,30.26,30.25,0.15,0,0
3/31/2020 2:34,3/31/2020 2:34,0,0,207,45,45,45,1,49,48,48,0,0,0,28,28,28,49,48,49,48,48,30.25,30.25,0,0,0
3/31/2020 2:39,3/31/2020 2:39,0,0,196,46,45,45,1,49,48,48,0,0,0,29,28,29,49,48,49,48,48,30.26,30.25,0.15,0,0
3/31/2020 2:44,3/31/2020 2:44,0,0,195,47,46,46,1,48,48,48,0,0,0,29,28,29,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 2:49,3/31/2020 2:49,0,0,200,48,46,47,1,48,48,48,0,0,0,29,28,29,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 2:54,3/31/2020 2:54,0,0,199,47,46,46,1,48,48,48,0,0,0,29,28,29,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 2:59,3/31/2020 2:59,0,0,175,46,46,46,1,48,48,48,0,0,0,28,28,28,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 3:04,3/31/2020 3:04,0,0,171,46,46,46,1,48,48,48,1,0,0,28,28,28,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 3:09,3/31/2020 3:09,0,0,190,46,45,45,1,48,48,48,0,0,0,28,28,28,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 3:14,3/31/2020 3:14,0,0,205,45,45,45,1,48,48,48,0,0,0,28,28,28,48,48,48,48,48,30.26,30.25,-0.15,0,0
3/31/2020 3:19,3/31/2020 3:19,0,0,206,45,45,45,1,48,48,48,1,0,0,28,28,28,48,48,48,48,48,30.26,30.25,-0.15,0,0
3/31/2020 3:24,3/31/2020 3:24,0,0,218,45,44,44,1,48,48,48,1,0,0,28,27,28,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 3:29,3/31/2020 3:29,0,0,216,44,43,43,1,48,48,48,1,0,0,28,27,27,48,48,48,48,48,30.26,30.25,-0.15,0,0
3/31/2020 3:34,3/31/2020 3:34,0,0,215,43,42,42,1,48,48,48,1,0,0,27,26,27,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 3:39,3/31/2020 3:39,0,0,218,42,41,41,1,49,49,49,1,0,0,27,26,26,49,49,49,49,49,30.26,30.25,0,0,0
3/31/2020 3:44,3/31/2020 3:44,0,0,208,42,41,41,1,49,49,49,1,0,0,27,26,26,49,49,49,49,49,30.25,30.25,0,0,0
3/31/2020 3:49,3/31/2020 3:49,0,0,209,42,41,41,1,49,49,49,1,0,0,27,26,26,49,49,49,49,49,30.25,30.25,0,0,0
3/31/2020 3:54,3/31/2020 3:54,0,0,214,41,40,40,1,49,49,49,3,0,1,26,25,26,49,49,49,49,49,30.25,30.24,0.15,0,0
3/31/2020 3:59,3/31/2020 3:59,0,0,213,40,38,39,1,49,49,49,2,1,1,26,25,25,49,49,49,49,49,30.25,30.25,0,0,0
3/31/2020 4:04,3/31/2020 4:04,0,0,200,39,38,38,1,49,49,49,2,1,1,25,25,25,49,49,49,49,49,30.26,30.24,-0.15,0,0
3/31/2020 4:09,3/31/2020 4:09,0,0,207,39,38,38,1,50,49,49,4,0,2,25,25,25,50,49,50,49,49,30.25,30.24,0,0,0
3/31/2020 4:14,3/31/2020 4:14,0,0,201,38,38,38,1,50,49,49,3,1,2,25,25,25,50,49,50,49,49,30.25,30.24,-0.15,0,0
3/31/2020 4:19,3/31/2020 4:19,0,0,182,39,38,38,1,50,49,49,1,0,0,26,25,25,50,49,50,49,49,30.24,30.24,0,0,0
3/31/2020 4:24,3/31/2020 4:24,0,0,167,39,39,39,1,49,49,49,3,0,2,25,25,25,49,49,49,49,49,30.25,30.24,0,0,0
3/31/2020 4:29,3/31/2020 4:29,0,0,186,40,39,39,1,49,49,49,3,3,3,26,25,25,49,49,49,49,49,30.25,30.24,0.15,0,0
3/31/2020 4:34,3/31/2020 4:34,0,0,196,40,39,39,1,49,49,49,3,2,1,25,25,25,49,49,49,49,49,30.25,30.24,0.15,0,0
3/31/2020 4:39,3/31/2020 4:39,0,0,186,39,39,39,1,49,49,49,1,0,0,25,25,25,49,49,49,49,49,30.25,30.24,0.15,0,0
3/31/2020 4:44,3/31/2020 4:44,0,0,178,40,39,39,1,49,49,49,1,0,0,25,25,25,49,49,49,49,49,30.25,30.24,0,0,0
3/31/2020 4:49,3/31/2020 4:49,0,0,211,40,39,39,1,49,49,49,2,0,1,25,25,25,49,49,49,49,49,30.25,30.24,-0.15,0,0
3/31/2020 4:54,3/31/2020 4:54,0,0,208,41,40,40,1,49,48,48,1,0,0,26,25,26,49,48,49,48,48,30.25,30.24,0,0,0
3/31/2020 4:59,3/31/2020 4:59,0,0,196,41,41,41,1,48,48,48,0,0,0,26,25,26,48,48,48,48,48,30.25,30.24,0.15,0,0
3/31/2020 5:04,3/31/2020 5:04,0,0,194,42,41,41,1,48,48,48,1,0,1,26,25,26,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 5:09,3/31/2020 5:09,0,0,178,42,41,41,1,48,48,48,1,0,0,26,25,26,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 5:14,3/31/2020 5:14,0,0,206,42,41,41,1,48,48,48,0,0,0,26,25,26,48,48,48,48,48,30.25,30.24,0,0,0
3/31/2020 5:19,3/31/2020 5:19,0,0,190,42,41,41,1,48,48,48,0,0,0,26,25,26,48,48,48,48,48,30.26,30.25,0,0,0
3/31/2020 5:24,3/31/2020 5:24,0,0,179,42,42,42,1,48,48,48,0,0,0,26,26,26,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 5:29,3/31/2020 5:29,0,0,185,42,41,41,1,48,48,48,1,0,0,26,25,25,48,48,48,48,48,30.25,30.25,0,0,0
3/31/2020 5:34,3/31/2020 5:34,0,0,204,42,42,42,1,48,47,47,0,0,0,26,25,25,48,47,48,47,47,30.25,30.25,0,0,0
3/31/2020 5:39,3/31/2020 5:39,0,0,236,45,43,43,1,47,46,47,0,0,0,26,26,26,47,47,47,46,47,30.26,30.25,0.15,0,0
3/31/2020 5:44,3/31/2020 5:44,0,0,211,46,45,45,1,46,46,46,0,0,0,26,26,26,46,46,46,46,46,30.25,30.25,0,0,0
3/31/2020 5:49,3/31/2020 5:49,0,0,202,47,46,46,1,46,45,46,0,0,0,26,26,26,46,46,46,45,46,30.26,30.25,0.15,0,0
3/31/2020 5:54,3/31/2020 5:54,0,0,208,49,47,47,1,45,45,45,0,0,0,27,26,27,45,45,45,45,45,30.25,30.25,0,0,0
3/31/2020 5:59,3/31/2020 5:59,0,0,205,48,48,48,1,45,45,45,0,0,0,26,26,26,45,45,45,45,45,30.26,30.25,0.15,0,0
3/31/2020 6:04,3/31/2020 6:04,0,0,207,49,47,48,1,45,45,45,0,0,0,27,26,26,45,45,45,45,45,30.26,30.25,0,0,0
3/31/2020 6:09,3/31/2020 6:09,0,0,205,50,47,48,1,45,44,44,0,0,0,27,26,26,45,44,45,44,44,30.25,30.25,0,0,0
3/31/2020 6:14,3/31/2020 6:14,0,0,201,52,50,50,1,44,44,44,0,0,0,27,27,27,44,44,44,44,44,30.26,30.25,-0.15,0,0
3/31/2020 6:19,3/31/2020 6:19,0,0,204,52,51,51,1,44,43,43,0,0,0,27,26,27,44,43,44,43,43,30.26,30.25,0,0,0
3/31/2020 6:24,3/31/2020 6:24,0,0,186,51,50,50,1,44,43,44,0,0,0,27,26,26,44,44,44,43,44,30.26,30.25,0,0,0
3/31/2020 6:29,3/31/2020 6:29,0,0,209,51,51,51,1,44,44,44,0,0,0,27,27,27,44,44,44,44,44,30.25,30.25,0,0,0
3/31/2020 6:34,3/31/2020 6:34,0,0,209,50,48,49,1,44,44,44,0,0,0,26,26,26,44,44,44,44,44,30.25,30.25,0,0,0
3/31/2020 6:39,3/31/2020 6:39,0,0,210,49,48,48,1,45,44,45,0,0,0,27,26,26,45,45,45,44,45,30.26,30.25,0.15,0,0
3/31/2020 6:44,3/31/2020 6:44,0,0,231,48,46,46,1,45,45,45,0,0,0,26,25,26,45,45,45,45,45,30.26,30.25,0.15,0,0
3/31/2020 6:49,3/31/2020 6:49,0,0,211,46,45,45,1,46,45,46,0,0,0,26,26,26,46,46,46,45,46,30.26,30.25,0.15,0,0
3/31/2020 6:54,3/31/2020 6:54,1.22,0,206,49,47,48,1,46,45,45,0,0,0,27,26,27,46,45,46,45,45,30.26,30.26,0,0,0
3/31/2020 6:59,3/31/2020 6:59,3.43,0,213,50,49,49,1,45,44,44,0,0,0,27,26,27,45,44,45,44,44,30.27,30.26,0.15,0,0
3/31/2020 7:04,3/31/2020 7:04,7.7,0,217,49,47,48,1,45,44,44,0,0,0,26,25,26,45,44,45,44,44,30.27,30.26,0,0,0
3/31/2020 7:09,3/31/2020 7:09,11.25,0,208,48,46,46,1,45,45,45,0,0,0,27,25,26,45,45,45,45,45,30.26,30.26,0,0,0
3/31/2020 7:14,3/31/2020 7:14,16.39,0,211,47,44,45,1,46,45,45,0,0,0,26,25,26,46,45,46,45,45,30.27,30.27,0,0,0
3/31/2020 7:19,3/31/2020 7:19,21.65,0,222,44,43,43,1,46,46,46,1,0,0,25,24,25,46,46,46,46,46,30.27,30.26,0,0,0
3/31/2020 7:24,3/31/2020 7:24,27.28,0,235,43,40,41,1,47,46,46,3,2,2,25,24,24,47,46,47,46,46,30.27,30.27,0,0,0
3/31/2020 7:29,3/31/2020 7:29,32.42,0,224,40,40,40,1,47,47,47,2,0,1,24,24,24,47,47,47,47,47,30.27,30.26,0,0,0
3/31/2020 7:34,3/31/2020 7:34,39.02,0,218,40,40,40,1,47,47,47,1,1,1,24,24,24,47,47,47,47,47,30.27,30.26,0.15,0,0
3/31/2020 7:39,3/31/2020 7:39,47.71,0,209,40,39,39,1,47,47,47,1,0,0,24,23,24,47,47,47,47,47,30.27,30.26,0.15,0,0
3/31/2020 7:44,3/31/2020 7:44,67.65,0,212,39,38,38,1,48,47,47,0,0,0,24,23,24,48,47,48,47,47,30.27,30.27,0,0,0
3/31/2020 7:49,3/31/2020 7:49,78.41,0,239,37,36,36,1,49,48,49,1,0,0,23,23,23,49,49,49,48,49,30.28,30.27,0,0,0
3/31/2020 7:54,3/31/2020 7:54,91.02,1,218,36,35,35,1,49,49,49,1,0,0,23,23,23,49,49,49,49,49,30.28,30.27,0.15,0,0
3/31/2020 7:59,3/31/2020 7:59,110.59,1,242,36,35,35,1,49,49,49,0,0,0,23,23,23,49,49,49,49,49,30.28,30.27,0,0,0
3/31/2020 8:04,3/31/2020 8:04,130.53,1,242,34,34,34,1,50,49,50,2,0,1,23,22,22,50,50,50,49,50,30.28,30.27,0,0,0
3/31/2020 8:09,3/31/2020 8:09,146.19,1,223,34,33,33,1,50,50,50,3,0,1,23,22,22,50,50,50,50,50,30.28,30.28,0,0,0
3/31/2020 8:14,3/31/2020 8:14,158.67,1,209,33,33,33,1,50,50,50,0,0,0,22,22,22,50,50,50,50,50,30.28,30.28,0,0,0
3/31/2020 8:19,3/31/2020 8:19,170.41,1,213,33,31,32,1,51,51,51,0,0,0,23,21,22,51,51,51,51,51,30.29,30.28,0,0,0
3/31/2020 8:24,3/31/2020 8:24,175.67,2,198,32,31,31,1,52,51,52,1,0,0,23,22,22,52,52,52,51,52,30.29,30.28,-0.15,0,0
3/31/2020 8:29,3/31/2020 8:29,186.44,2,219,32,31,31,1,52,52,52,0,0,0,23,22,22,52,52,52,52,52,30.29,30.28,0,0,0
3/31/2020 8:34,3/31/2020 8:34,193.9,2,208,40,32,35,1,52,51,52,0,0,0,28,23,25,52,52,52,51,52,30.29,30.28,0,0,0
3/31/2020 8:39,3/31/2020 8:39,214.7,2,194,31,30,30,1,52,51,52,1,0,0,22,22,22,52,52,52,51,52,30.29,30.28,0.15,0,0
3/31/2020 8:44,3/31/2020 8:44,236.84,2,203,30,30,30,1,53,52,53,3,0,1,22,22,22,53,53,53,52,53,30.29,30.27,0,0,0
3/31/2020 8:49,3/31/2020 8:49,261.92,3,202,31,30,30,1,53,53,53,2,0,0,23,22,22,53,53,53,53,53,30.29,30.28,0.15,0,0
3/31/2020 8:54,3/31/2020 8:54,275.01,3,236,30,30,30,1,53,53,53,3,0,1,22,22,22,53,53,53,53,53,30.29,30.28,0,0,0
3/31/2020 8:59,3/31/2020 8:59,291.03,3,180,30,29,29,1,53,53,53,4,0,2,23,22,22,53,53,53,53,53,30.29,30.29,0,0,0
3/31/2020 9:04,3/31/2020 9:04,303.64,3,185,30,29,29,1,53,53,53,4,2,3,23,22,22,53,53,53,53,53,30.29,30.29,0,0,0
3/31/2020 9:09,3/31/2020 9:09,324.44,3,171,30,29,29,1,54,53,53,1,0,1,23,22,22,54,53,54,53,53,30.3,30.29,0,0,0
3/31/2020 9:14,3/31/2020 9:14,332.27,3,163,30,30,30,1,54,53,54,4,1,2,23,23,23,54,54,54,53,54,30.3,30.29,0,0,0
3/31/2020 9:19,3/31/2020 9:19,355.63,4,204,30,29,29,1,54,54,54,4,0,1,23,22,22,54,54,54,54,54,30.3,30.29,0,0,0
3/31/2020 9:24,3/31/2020 9:24,390.86,4,185,30,29,29,1,55,54,55,0,0,0,24,23,23,55,55,55,54,55,30.3,30.29,0,0,0
3/31/2020 9:29,3/31/2020 9:29,408.11,4,214,29,29,29,1,55,55,55,3,0,2,23,23,23,55,55,55,55,55,30.3,30.29,0,0,0
3/31/2020 9:34,3/31/2020 9:34,398.2,4,185,29,28,28,1,56,55,55,1,0,0,24,22,23,56,55,56,55,55,30.3,30.29,0,0,0
3/31/2020 9:39,3/31/2020 9:39,389.03,4,162,29,28,28,1,56,56,56,3,0,1,24,23,24,56,56,56,56,56,30.3,30.29,0,0,0
3/31/2020 9:44,3/31/2020 9:44,424.63,4,171,29,28,28,1,56,56,56,4,0,1,24,23,24,56,56,56,56,56,30.3,30.29,0,0,0
3/31/2020 9:49,3/31/2020 9:49,442.49,5,197,28,27,27,1,57,56,56,1,0,0,23,23,23,57,56,57,56,56,30.3,30.28,0.3,0,0
3/31/2020 9:54,3/31/2020 9:54,500.6,5,178,28,27,27,1,57,57,57,0,0,0,24,23,24,57,57,57,57,57,30.3,30.29,0,0,0
3/31/2020 9:59,3/31/2020 9:59,520.05,5,174,28,27,27,1,57,57,57,1,0,0,24,23,24,57,57,57,57,57,30.29,30.29,0,0,0
3/31/2020 10:04,3/31/2020 10:04,543.91,6,169,27,27,27,1,58,57,58,4,0,1,24,24,24,58,58,58,57,58,30.29,30.29,0,0,0
3/31/2020 10:09,3/31/2020 10:09,559.08,6,197,26,26,26,1,59,58,59,2,0,0,24,24,24,59,59,59,58,59,30.3,30.29,0,0,0
3/31/2020 10:14,3/31/2020 10:14,564.33,6,158,26,26,26,1,59,59,59,1,0,0,24,24,24,59,59,59,59,59,30.29,30.29,0,0,0
3/31/2020 10:19,3/31/2020 10:19,556.5,6,169,26,25,25,1,59,59,59,3,0,1,24,23,24,59,59,59,59,59,30.29,30.29,0,0,0
3/31/2020 10:24,3/31/2020 10:24,575.59,6,228,25,24,24,1,61,60,60,0,0,0,24,23,24,61,60,61,60,60,30.29,30.29,0,0,0
3/31/2020 10:29,3/31/2020 10:29,600.3,6,214,24,23,23,1,62,61,62,0,0,0,24,23,24,62,62,62,61,62,30.29,30.29,0,0,0
3/31/2020 10:34,3/31/2020 10:34,631.62,7,190,24,23,23,1,63,62,63,0,0,0,26,24,25,63,63,63,62,63,30.29,30.28,0.15,0,0
3/31/2020 10:39,3/31/2020 10:39,645.94,7,154,24,23,23,1,63,62,62,2,0,1,25,24,25,63,62,63,62,62,30.29,30.28,0,0,0
3/31/2020 10:44,3/31/2020 10:44,669.3,7,144,24,23,23,1,62,62,62,0,0,0,24,23,24,62,62,62,62,62,30.29,30.28,0.15,0,0
3/31/2020 10:49,3/31/2020 10:49,730.1,8,142,22,22,22,1,64,63,63,1,0,0,24,23,24,64,63,64,63,63,30.29,30.28,-0.15,0,0
3/31/2020 10:54,3/31/2020 10:54,721.41,8,81,23,22,22,1,64,63,63,1,0,0,25,23,24,64,63,64,63,63,30.28,30.28,0,0,0
3/31/2020 10:59,3/31/2020 10:59,701.48,8,210,22,21,21,1,64,63,63,0,0,0,24,22,23,64,63,64,63,63,30.29,30.28,0,0,0
3/31/2020 11:04,3/31/2020 11:04,686.18,7,92,22,20,21,1,66,64,65,1,0,0,25,22,24,66,65,66,64,65,30.29,30.28,0,0,0
3/31/2020 11:09,3/31/2020 11:09,767.41,8,176,22,21,21,1,65,65,65,0,0,0,25,24,25,65,65,65,65,65,30.29,30.27,-0.15,0,0
3/31/2020 11:14,3/31/2020 11:14,704.41,8,143,22,20,21,1,67,66,66,2,0,1,26,24,25,67,66,67,66,66,30.28,30.27,0,0,0
3/31/2020 11:19,3/31/2020 11:19,661.96,7,210,21,20,20,1,67,66,66,0,0,0,25,24,25,67,66,67,66,66,30.28,30.27,-0.15,0,0
3/31/2020 11:24,3/31/2020 11:24,778.67,8,162,21,20,20,1,67,67,67,3,0,1,26,25,26,67,67,67,67,67,30.28,30.27,-0.15,0,0
3/31/2020 11:29,3/31/2020 11:29,788.21,9,185,21,20,20,1,67,66,66,1,0,1,25,24,25,67,66,67,66,66,30.28,30.27,-0.15,0,0
3/31/2020 11:34,3/31/2020 11:34,760.81,8,131,21,20,20,1,67,66,67,2,0,1,25,24,24,67,67,67,66,67,30.28,30.27,0.15,0,0
3/31/2020 11:39,3/31/2020 11:39,773.9,8,160,20,19,19,1,66,66,66,0,0,0,24,23,23,66,66,66,66,66,30.27,30.26,0,0,0
3/31/2020 11:44,3/31/2020 11:44,755.18,8,99,21,18,19,1,68,67,67,1,0,0,26,23,24,68,67,68,67,67,30.27,30.27,0,0,0
3/31/2020 11:49,3/31/2020 11:49,764.36,8,188,20,18,19,1,69,68,69,0,0,0,26,24,25,69,69,69,68,69,30.26,30.26,0,0,0
3/31/2020 11:54,3/31/2020 11:54,768.63,8,36,19,18,18,1,70,70,70,3,0,1,26,24,25,70,70,70,70,70,30.26,30.25,-0.15,0,0
3/31/2020 11:59,3/31/2020 11:59,775.12,8,272,18,17,17,1,71,70,70,1,0,0,25,23,24,71,70,68,67,68,30.26,30.25,-0.15,0,0
3/31/2020 12:04,3/31/2020 12:04,820.26,9,146,19,18,18,1,71,71,71,0,0,0,27,25,26,71,71,69,68,68,30.25,30.25,0,0,0
